,Type of Program,Type of Residency,PGY1 Subtype,PGY2 Specialty,Area of Emphasis,Primary Setting,Teaching and Learning Curriculum,Description of opportunity,Residency Accreditation,ACCP Peer Reviewed Research Fellowship,Preceptor,Institution,Length (Yrs),Start Date,Stipend,Number of These Positions,Number of OTHER postgraduate positions at program location,Region,On-call hours per month,Staffing hours per month,Program Website,Training Program Video,Training Program Twitter Handle,Contact,Conact,Web ID,Last Modified
107,Residency,PGY1,Pharmacy,,,Community Hospital,,"Welcome to the AdventHealth Orlando PGY-1 Pharmacy Residency Program. The PGY-1 Pharmacy Residency program at AdventHealth Orlando has been in existence for more than 30 years and accredited by ASHP continuously since 1999. During this 12-month program, the residents focus will be on professional development while having full exposure to a spectrum of diverse patient populations.",,,"Amy L. Carr, PharmD, BCIDP",AdventHealth Orlando,1,"June 26, 2023","$53,000.00",16,15,Southeast,15,30,https://www.adventhealth.com/pharmacy/pharmacy-residency-programs-central-florida/pgy1-pharmacy-residency-adventhealth-orlando,https://drive.google.com/file/d/1uyHisJiOeXOlfNRP-oML8aP4q8yjWI2e/view,,"Amy L. Carr, PharmD, BCIDPAdventHealth Orlando601 East Rollins Street, MB105Orlando, FL 328034073035600 ext 1124106 (Phone)amy.carr@adventhealth.com","Amy L. Carr, PharmD, BCIDPAdventHealth Orlando601 East Rollins Street, MB105Orlando, FL 328034073035600 ext 1124106 (Phone)amy.carr@adventhealth.com",W-8029,"August 29, 2022"
108,Residency,PGY1,Pharmacy,,,Academic Health System,,"Emory University Hospital is an academic tertiary acute care center and is one of the main teaching sites for Emory University School of Medicine.  The PGY1 Pharmacy Resident Program is a  comprehensive program that provides opportunities in both general and specialized pharmaceutical care. Required experiences include medical or surgical intensive care medicine, internal medicine, infectious disease, immunocompromised patient population and practice management.  Elective experience include specialized critical care (neurology, cardiology, cardiothoracic surgery, etc), heart failure, solid organ transplant (liver, kidney, heart, and lung), ambulatory care, emergency medicine, nutrition support, hematology-oncology, bone marrow transplantation, neonatology, and clinical research.   ",,,Sara Gattis,Emory University Hospital,1,"June 19, 2023",$0.00,6,,Southeast,,,http://www.rxresidency.emory.edu/,,,"Sara GattisEmory University Hospital1364 E Clifton RoadAtlanta, GA 30322(404) 712-2000 (Phone)sara.gattis@emoryhealthcare.org","Sara GattisEmory University Hospital1364 E Clifton RoadAtlanta, GA 30322(404) 712-2000 (Phone)sara.gattis@emoryhealthcare.org",W-8220,"July 18, 2022"
109,Residency,PGY1,Pharmacy,,,Academic Health System,,"Pharmacy residency training at Grady was established in 1996.  Residents participate in a 24-hour in house on-call program unique to only a few programs nationally.  In this capacity, residents are responsible for addressing drug information questions, responding to pharmacokinetic consults, anticoagulation consults, and participating as a member of the Code Blue Response and Stroke Response teams under the preceptorship of full-time Grady-employed Clinical Pharmacists.  All members of the clinical staff have one or two years of residency training from an accredited program.
Grady residencies will participate in the PhORCAS online residency application process. Please refer to PhORCAS for application deadlines.",,,Marina Rabinovich,Grady Health System,1,"June 13, 2022","$52,000.00",5,7,Southeast,72,8,https://www.gradyhealth.org/department-of-pharmacy-and-drug-information-residency-programs/pgy-1-pharmacy-residency-program/,https://youtu.be/YABDOqxI2_c,@GradyHealth,"Marina RabinovichGrady Health System80 Jesse Hill Jr Dr SEAtlanta, GA 303124046161628 (Phone)mrabinovich@gmh.edu","Marina RabinovichGrady Health System80 Jesse Hill Jr Dr SEAtlanta, GA 303124046161628 (Phone)mrabinovich@gmh.edu",W-8148,"October 26, 2021"
110,Residency,PGY1,Pharmacy,,,Community Hospital,,"The PGY1 pharmacy residency at AdventHealth Redmond’s 230 bed community teaching hospital is designed to accelerate the development of pharmacists by promoting confidence, leadership and advanced professional skills in pharmaceutical care. Residents receive training and experience in various pharmacy practice areas including internal medicine, cardiology, critical care, antimicrobial stewardship and more.  Our program embraces a multi-disciplinary environment that promotes learning, teaching and mentoring to develop and enhance clinical skills. Under the guidance of model practitioners, residents will pursue optimal medication therapy outcomes in patients with a variety of disease states. Program structure is individualized to each resident’s strengths, interests and career goals to establish the best plan for resident growth and success.",,,Brianna Qualls,AdventHealth Redmond,1,"July 01, 2023","$50,274.00",2,,Southeast,,34,,,,"Brianna QuallsAdventHealth Redmond501 Redmond RdRome, GA 301657068023785 (Phone)brianna.qualls@adventhealth.com","Brianna QuallsAdventHealth Redmond501 Redmond RdRome, GA 301657068023785 (Phone)brianna.qualls@adventhealth.com",W-9534,"August 31, 2022"
111,Residency,PGY1,Pharmacy,,,Academic Health System,,"The purpose of the MUMC PGY1 Residency Program is to build on Doctor of Pharmacy education and outcomes to contribute to the development of clinical pharmacists responsible for medication-related care of patients with a wide range of conditions, eligible for board certification, and eligible for PGY2 pharmacy residency training. Our PGY-1 residency provides excellent clinical, academic, and practice opportunities at this Level 1 adult trauma center. The program is accredited by the American Society of Health-System Pharmacists and features the following core, elective, and longitudinal rotations: critical care medicine, critical care cardiology, critical care neuro, critical care pediatrics, critical care trauma, emergency medicine, neonatal, pediatrics, internal medicine, psychiatric, oncology infectious diseases, to name a few.",,,Jennifer Claiborne,Memorial Health University Medical Center,1,"June 26, 2023",$0.00,6,,Southeast,,28,https://memorialhealth.com/graduate-medical-education/pharmacy,,,"Jennifer ClaiborneMemorial Health University Medical Center4700 Waters AvenueSavannah, GA 31404912-350-7686 (Phone)jennifer.claiborne@hcahealthcare.com","Jennifer ClaiborneMemorial Health University Medical Center4700 Waters AvenueSavannah, GA 31404912-350-7686 (Phone)jennifer.claiborne@hcahealthcare.com",W-9460,"August 22, 2022"
112,Residency,PGY1,Pharmacy,,,Community Hospital,,"Phoebe offers a broad-based, in-depth experience designed to develop competent, caring pharmacy practitioners. Residents are enrolled in the UGA College of Pharmacy Graduate Certificate Program. Successful completion includes a Teaching and Graduate Certificate from UGA College of Pharmacy. Learning experiences include: critical care, emergency medicine, internal medicine, infectious diseases, neonatology, hematology-oncology, ambulatory care, management and pharmacy automation. Residents present formal lectures and in-services and complete an original research project, worthy of publication, and will present their results at the Southeastern Residency Conference. Staffing consists of one 4-hour evening shift weekly, and every other weekend covering kinetics, anticoagulation, and nutrition support services.",,,Rod Gilmore,Phoebe Putney Memorial Hospital,1,"July 01, 2021","$51,000.00",4,,Southeast,,56,https://rx.uga.edu/academic-programs/residency-programs/albany/,https://youtu.be/SruAVi5ZuIc?t=1,,"Rod GilmorePhoebe Putney Memorial Hospital417 Third AveAlbany, GA 31701(229) 312-0120 (Phone)rgilmore@phoebehealth.com","Rod GilmorePhoebe Putney Memorial Hospital417 Third AveAlbany, GA 31701(229) 312-0120 (Phone)rgilmore@phoebehealth.com",W-7806,"August 26, 2022"
113,Residency,PGY1,Pharmacy,,,Academic Health System,,"The Department of Pharmacy at Atrium Health-Navicent offers comprehensive services including rounding with medical teams, med-reconciliation, patient profile review, therapeutic drug monitoring, renal dosing, code response, nutritional support, drug information, and investigational drug study participation. The pharmacy department is supported by a variety of inpatient pharmacy satellites, central pharmacy for general operations, and an ambulatory care clinic with outpatient clinical services. Ambulatory care pharmacists operate, in collaboration with providers a pharmacist-managed anticoagulation clinic, a medication compliance clinic, and Medicare wellness clinic. Residents will be involved in each area and are expected to perform as a member of the interdisciplinary care team. Residents will accrue 15 PTO days and 7 paid holidays. 

",,,Rebecca Satterwhite,Atrium Health-Navicent,1,"July 05, 2022","$57,000.00",2,,Southeast,,35,https://www.navicenthealth.org/service-center/pharmacy-residency-program,,,"Rebecca SatterwhiteAtrium Health-Navicent777 Hemlock St.Macon, GA 31201478-633-1440 (Phone)rebecca.satterwhite@atriumhealth.org","Rebecca SatterwhiteAtrium Health-Navicent777 Hemlock St.Macon, GA 31201478-633-1440 (Phone)rebecca.satterwhite@atriumhealth.org",W-7697,"July 29, 2022"
114,Residency,PGY1,Pharmacy,,,Community Hospital,,"Wellstar Kennestone Hospital is a 633-bed community teaching hospital with a Level II trauma center. The PGY1 pharmacy residency gives in depth experience in anticoagulation, cardiology, critical care, infectious diseases, and internal medicine. As an opportunity to participate in didactic and experiential teaching the resident will present continuing education lectures and precept pharmacy students. The goal of this residency is to provide educational and training experiences for pharmacists in contemporary pharmacy practice in an organized healthcare system. The residents receive health/dental insurance, paid vacation/holiday/sick leave/professional leave, discounted meals, and professional travel reimbursement.
IG: @rxresidency",,,"Karen D. Barlow, Pharm.D., BCPS",Wellstar Kennestone Hospital,1,"June 19, 2023","$49,275.00",3,1,Southeast,8,20,http://kennestonepharmacy.wellstar.org/,,,"Karen D. Barlow, Pharm.D., BCPSWellstar Kennestone Hospital677 Church StreetDepartment of PharmacyMarietta, GA 30060770-793-5418 (Phone)karen.barlow@wellstar.org","Karen D. Barlow, Pharm.D., BCPSWellstar Kennestone Hospital677 Church StreetDepartment of PharmacyMarietta, GA 30060770-793-5418 (Phone)karen.barlow@wellstar.org",W-5531,"August 01, 2022"
115,Residency,PGY1,Pharmacy,,,Community Hospital,,"A one-year postdoctoral residency program in a community hospital designed to train pharmacists to be skilled in providing high-level pharmaceutical care. Resident will gain experience in pharmacokinetics, critical care, internal medicine, neonatology, nutrition support, oncology, emergency medicine, pharmacy practice management, and drug policy/formulary along with selected elective learning experiences.",,,"Rodna Larson, Pharm.D,",Emory Decatur Hospital,1,"June 26, 2023","$47,000.00",4,,Southeast,84,16,http://rxresidency.emory.edu,,,"Rodna Larson, Pharm.D,Emory Decatur HospitalDept of Pharmaceutical Services2701 North Decatur RdDecatur, GA 30033(404) 501-5542 (Phone)rodna.larson@emoryhealthcare.org","Rodna Larson, Pharm.D,Emory Decatur HospitalDept of Pharmaceutical Services2701 North Decatur RdDecatur, GA 30033(404) 501-5542 (Phone)rodna.larson@emoryhealthcare.org",W-4399,"August 17, 2022"
116,Residency,PGY1,Pharmacy,,,Other,,"This Residency develops advanced clinical pharmacy skills in a diverse range of practice, including ambulatory care, acute patient care, practice management, and drug use policy development. Core rotations include: Outpatient, Anticoagulation, MTM, Cardiovascular Disease Management, Med Surg, Telemetry, CCU, Inpatient Distribution, Leadership/Administration, and Formulary Management. The resident will also present a project at the Western States Conference. Elective rotations  include: Hepatitis/HIV, Nephrology, Oncology, Geriatrics, Antimicrobial Stewardship, ED, and Transitional Care. The program provides opportunities to establish community partnerships via precepting students, spearheading pharmacy career presentations, and participating in professional conferences. Graduates are well-equipped to transition to careers in managed care.",,,Laura Lum,"Kaiser Permanente, Hawaii",1,"June 26, 2023","$55,000.00",1,,Pacific,,16,https://pharmacyresidency.kaiserpermanente.org/,,,"Laura LumKaiser Permanente, Hawaii3288 Moanalua RoadHonolulu, HI 96819(808) 432-1262 (Phone)Laura.E.Lum@kp.org","Laura LumKaiser Permanente, Hawaii3288 Moanalua RoadHonolulu, HI 96819(808) 432-1262 (Phone)Laura.E.Lum@kp.org",W-8095,"August 26, 2022"
117,Residency,PGY1,Pharmacy,,,Academic Health System,,"Residents will receive a comprehensive ambulatory care training in a large academic healthcare center. Primary care rotations will be in family medicine, geriatrics, pharmacotherapy and anticoagulation clinics. Specialty rotations will be chosen from a wide variety of clinics and therapeutic areas such as rheumatology, digestive health, dermatology, neurology, hepatology/virology, transplant, pediatric specialty clinics and many others. The resident’s experience is further enhanced through the completion of a major research project, service commitment and multiple precepting opportunities through partnership with University of Iowa College of Pharmacy. Residents completing this program will be prepared to pursue a variety of clinical positions or PGY2 residency programs, including the ability to early commit with the same institution.",,,"Kelly Hoenig, Pharm.D., BCPS",University of Iowa Hospitals and Clinics,1,"June 26, 2023","$48,500.00",2,17,Midwest,,,https://uihc.org/postgraduate-year-one-pharmacy-residency%E2%80%94ambulatory-care,,,"Kelly Hoenig, Pharm.D., BCPSUniversity of Iowa Hospitals and Clinics200 Hawkins DrveIowa City, IA 52242(319) 356-2577 (Phone)kelly-hoenig@uiowa.edu","Kelly Hoenig, Pharm.D., BCPSUniversity of Iowa Hospitals and Clinics200 Hawkins DrveIowa City, IA 52242(319) 356-2577 (Phone)kelly-hoenig@uiowa.edu",W-8232,"August 18, 2022"
